Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2
Cafe Lota,"Cafe, South Indian, North Indian, Beverages",1200," Pragati Maidan, New Delhi",4.9,3748,3.9,37,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,"National Crafts Museum, Gate 2, Bhairon Marg, Pragati Maidan, New Delhi",9.17839E+11,28.613429,77.242471,"Pondicherry Fish Curry, Coconut Rabdi, Sabudana Pop Corn, Chicken Pasanda, Majestic Chicken, Bhapa Doi"
Burma Burma,"Asian, Burmese, Bubble Tea, Desserts, Salad",1600," Cyber Hub, DLF Cyber City, Gurgaon",4.9,2636,4.4,1238,https://www.zomato.com/ncr/burma-burma-dlf-cyber-city,"Shop 6, Ground Floor, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon",9.11244E+11,28.49446439,77.08853245,"Coconut Milk Dessert, Honey Caviar, Kaffir Lime Cooler, Samosa Curry, Samosa Soup, Corn Curry"
Carnatic Cafe,South Indian,600," Lodhi Colony, New Delhi",4.9,2518,4.2,931,https://www.zomato.com/ncr/carnatic-cafe-lodhi-colony-new-delhi,"84-85, Meharchand Market, Lodhi Road, Near Lodhi Colony, New Delhi",9.19667E+11,28.584296,77.226613,"Malleshwari Dosa, Benne Khali Dosa, Obbattu, Raagi Masala Dosa, Bombat Dosa, Puliyogare"
"Cocktails & Dreams, Speakeasy","Nepalese, Tibetan, Beverages",2500," Sector 15, Gurgaon",4.9,1299,3.8,25,https://www.zomato.com/ncr/cocktails-dreams-speakeasy-sector-15,"SCO 23, Sector 15, Gurgaon",9.11244E+11,28.45797541,77.0446267,"Classic Martini, Coktails, Bloody Mary, Calamari, Bacon, Pork"
Natural Ice Cream,"Ice Cream, Desserts",400," Connaught Place, New Delhi",4.9,4014,4.5,6969,https://www.zomato.com/NaturalsCP,"L-8, L Block, Outer Circle, Connaught Place, New Delhi",9.11144E+11,28.63444917,77.22203437,"Watermelon Ice Cream, Choco Bite, Chocobite, Choco Almond, Roasted Almond Ice Cream, Tender Coconut Ice Cream"
Juggernaut,"South Indian, North Indian, Fast Food, Desserts, Beverages",700," Kailash Colony, New Delhi",4.8,2480,4.2,573,https://www.zomato.com/ncr/juggernaut-kailash-colony-new-delhi,"HS-16, Main Market, Kailash Colony, New Delhi",9.11141E+11,28.55293914,77.24094898,"Podi Ghee Idli, Chettinad Idli, Ganne Ka Ras, Pesarattu, Appalam, Chettinad Curry"
Comorin,"North Indian, Desserts, Beverages",2500," Two Horizon Center, Golf Course Road, Gurgaon",4.8,803,4.4,217,https://www.zomato.com/ncr/comorin-golf-course-road,"101, 1st Floor, Plaza Level, Two Horizon Center, Golf Course Road, Gurgaon",9.11245E+11,28.45154524,77.0971011,"Champaran Style Mutton, Gunpowder Idli, Coktails, Sev Puri, Haleem, Chocolate Dessert"
Cafeteria & Co.,"Cafe, Continental, Italian, Fast Food, Oriental, Beverages",1300," Vijay Nagar, New Delhi",4.8,5228,4.1,2037,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi,"G 14, Hudson Lane, Vijay Nagar, New Delhi",9.17043E+11,28.69448281,77.2042758,"Peri Peri Chicken Skewer, Tropical Heaven Sundae, Chicken Cannelloni, Banana Nutella Crepe, Chipotle Pizza, Blueberry Ice Cream"
Sana-Di-Ge,"Mangalorean, Seafood, Goan, South Indian, North Indian, Kerala",2200," Chanakyapuri, New Delhi",4.8,2038,4.3,172,https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,"22/48, Ground Floor, First Floor And Second Floor, Commercial Complex, Malcha Marg, Chanakayapuri, New Delhi",9.11141E+11,28.60191756,77.18709189,"Interiors and the outdoor seating , along with Seafood and authentic South Indian delicacies"
Yum Yum Cha,"Asian, Japanese, Sushi, Desserts, Beverages, Rolls",1800," Cyber Hub, DLF Cyber City, Gurgaon",4.8,1742,4.2,643,https://www.zomato.com/ncr/yum-yum-cha-dlf-cyber-city,"2E, Ground Floor, Tower-A, Building 10, DLF Cyber City, Gurgaon",9.1981E+11,28.4950508,77.0876302,"Spicy Basil Noodle, Takoyaki, Crispy Corn Cakes, Chilli Bowl, Sashimi Platter, Mochi Ice Cream"
Coast Cafe,"Continental, Kerala",1400," Hauz Khas Village, New Delhi",4.8,1472,4.3,2115,https://www.zomato.com/ncr/coast-cafe-hauz-khas-village-new-delhi,"H-2, 2nd & 3rd Floor, Hauz Khas Village, New Delhi",9.11142E+11,28.55481538,77.19520323,"Garam Curry Chicken, Aubergine Curry, Masala Fish Curry, Kerala Fish Fry, Kokum Curry, Avial"
Gulati,"North Indian, Biryani, Hyderabadi, Mughlai, Kebab",2500," Pandara Road Market, New Delhi",4.7,6509,4.3,10500,https://www.zomato.com/ncr/gulati-pandara-road-new-delhi,"6, Pandara Road Market, New Delhi",9.11123E+11,28.608007,77.23014,"Paneer Gilafi, Neza Kebab, Shahi Veg Platter, Handi Gosht, Methi Paneer, Hyderabadi Veg Biryani"
Olive Bar & Kitchen,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts",4000," Mehrauli, New Delhi",4.7,2734,3.2,21,https://www.zomato.com/ncr/olive-bar-kitchen-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",9.1981E+11,28.52577788,77.18435403,"Cheese Souffle, Fettucine, Scallops, Gnocchi, Sunday Brunches, Date Night"
The Grammar Room,"Continental, Desserts, Beverages",1200," Mehrauli, New Delhi",4.7,1068,3.9,20,https://www.zomato.com/ncr/the-grammar-room-mehrauli-new-delhi,"6-8, Kalka Das Marg, Mehrauli, New Delhi",9.17429E+11,28.52594107,77.1843309,"Mushroom Melt, Spicy Fries, French Toast, Dessert Counter, Cookie, Mocha"
Bo Tai,"Thai, Japanese, Asian, Beverages",2500," Mehrauli, New Delhi",4.7,1194,3.9,46,https://www.zomato.com/ncr/bo-tai-1-mehrauli-new-delhi,"6/4, Kalka Das Marg, Near Qutub Minar, Mehrauli, New Delhi",9.19871E+11,28.52563884,77.18419746,The restaurant uses Bamboo and Copper straws as eco-friendly alternatives.
Cafe Wink,"Cafe, Continental, Italian",800," Anand Vihar, New Delhi",4.7,3291,4.3,6149,https://www.zomato.com/ncr/cafe-wink-anand-vihar-new-delhi,"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",9.1813E+11,28.6573105,77.3171005,"Bbq Spaghetti, Bbq Lasagna, Veg Omelette, Spaghetti Arrabiata, Pasta Al Forno, Exotica Garlic Bread"
Greenr Cafe,"Cafe, Italian, Mexican, Salad, Healthy Food, Desserts, Mediterranean",1200,"  32nd Avenue, NH8, Gurgaon, Gurgaon",4.7,954,4.3,619,https://www.zomato.com/ncr/greenr-cafe-sector-15,"EL-01, 1st Floor, 32nd Milestone, NH 8, Part 2, Sector 15, Gurgaon",9.17043E+11,28.4615361,77.04978224,"A conscious and community oriented space, focussed on nutritive and processed-food-free vegetarianism. Engaging art and lifestyle workshops are an integral part of our experiential cafe."
Chili's Grill & Bar,"Mexican, Italian, American, Tex-Mex, Beverages, Desserts",1200," Pacific Mall, Tagore Garden, New Delhi",4.7,3956,4.3,3545,https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",9.19711E+11,28.64220025,77.10657667,"Molten Chocolate Chunk, Cajun Pasta, Smoked Chicken Leg, Santa Fe Salad, Tripple Dipper, Grilled Chicken Fajita"
Andrea's Eatery,"Asian, Italian, Beverages, Continental, Fast Food, Desserts",2000," Select Citywalk Mall, Saket, New Delhi",4.7,1380,4.1,1527,https://www.zomato.com/ncr/andreas-eatery-saket-new-delhi,"Shop 48A-51, 1st Floor, Select Citywalk Mall, Saket, New Delhi",9.18589E+11,28.52836598,77.21856024,"Katsu Chicken Curry, Spinach Ricotta Ravioli, Mushroom Lasagna, Butter Garlic Prawns, Jasmine Rice, Sauteed Vegetables"
Master Koii's,"Asian, Chinese, Thai, Malaysian, Korean",1900," Sushant Lok, Gurgaon",4.7,833,4.3,3351,https://www.zomato.com/ncr/master-koiis-sushant-lok,"Shop 19, Flavor Town, Bestech Chambers, Sushant Lok, Gurgaon",9.1932E+11,28.46133832,77.0780021,"Balinese Chicken Satay, Cantonese Chilli Chicken, General Tsos Chicken, Korean Bibimbap, Burmese Chicken Curry, Korean Sushi"
Echoes Living Room,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",800," Subhash Nagar, New Delhi",4.7,3,3.9,1,https://www.zomato.com/ncr/echoes-living-room-subhash-nagar-new-delhi,"Subhash Nagar, New Delhi",9.19899E+11,28.63420463,77.11627018,"Cafe, Continental, American, Italian, Mexican, Beverages"
AMA Cafe,"Cafe, Continental, Desserts, Beverages",550," Majnu ka Tila, New Delhi",4.6,5229,4.3,1684,https://www.zomato.com/ncr/ama-cafe-majnu-ka-tila-new-delhi,"House 6, New Colony, Majnu ka Tilla, New Delhi",9.18449E+11,28.702644,77.228294,"Carrot Cinnamon, Pancakes and Maple Syrup, Pancake Breakfast, Choco Walnut Brownie, Banana Muffin, Apple Cinnamon Cake"
AB's - Absolute Barbecues,"North Indian, Continental, Desserts, Salad",1100," MGF Metropolis Mall, MG Road, Gurgaon",4.6,8002,3.7,53,https://www.zomato.com/ncr/abs-absolute-barbecues-mg-road,"Shop LG-01-02-03, Lower Ground Floor, Metropolis Mall, Sector 28, Near MG Road Metro Station, MG Road, Gurgaon, Gurgaon",9.17337E+11,28.47954578,77.08169919,"Smoked Cottage Cheese, Chilli Chicken Wing, Chilli Ice Cream, Pineapple Grill, Masala Corn, Rabbit"
Hamoni: Cafe By The Greens,"Cafe, North Indian, Italian, Desserts, Beverages",1200," Sector 23, Gurgaon",4.6,959,3.4,74,https://www.zomato.com/ncr/hamoni-cafe-by-the-greens-sector-23,"CK Farm, Carterpuri Village, Sector 23A, Near Sector 23, Gurgaon",9.1729E+11,28.500857,77.053714,"Sizzler Brownie, Coffee Hazelnut, Cheese Balls, Hot Chocolate, Mezze Platter, Sunday Brunch"
Noida Social,"North Indian, Chinese, Burger, Rolls, Pizza, Momos, Continental, Beverages",1300," DLF Mall of India, Sector 18,  Noida, Noida",4.6,944,4.2,465,https://www.zomato.com/ncr/noida-social-sector-18-noida,"C 412, 3rd Floor, DLF Mall Of India, Sector 18, Noida",9.17838E+11,28.56683885,77.32093547,"Cheesecake, Cocktails, Oreo Shake, Drink, Platter, Dessert"
Barbeque Nation,"North Indian, BBQ, Beverages, Desserts",1500," Unity One Mall, Janakpuri, New Delhi",4.6,2881,3.5,1280,https://www.zomato.com/ncr/barbeque-nation-vikaspuri-new-delhi,"Second Floor, Unity One Mall, Near Janakpuri West Metro Station, Vikaspuri, New Delhi",9.18035E+11,28.62861127,77.07575843,"Grilled Shrimp, Cajun Potatoes, Matka Phirni, Pan Kulfi, Grilled Pineapple, Barbeque"
Di Ghent Cafe,"European, Belgian",1700," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,2346,4.2,2886,https://www.zomato.com/ncr/di-ghent-cafe-dlf-phase-4,"207, Level 2, Cross Point Mall, DLF Phase 4, Gurgaon",9.11244E+11,28.4683763,77.0831096,"Yogurt Smoothie, Lamb Lasagna, Egg Benedict, Chicken Panini, Baguette, Smoked Salmon"
The Yellow Chilli,"North Indian, Mughlai, Chinese, Beverages, Desserts, Kebab",1600," Sector 110, Noida",4.6,2575,3.9,1207,https://www.zomato.com/ncr/the-yellow-chilli-sector-110-noida,"GT 1 - 2, 1st Floor, Sector 104, Near Sector 110, Noida",9.19312E+11,28.54035801,77.36824997,"Shyam Savera, Lalla Mussa Dal, Kurkuri Bhindi, Paneer Taka Tak, Dahi Kabab, Chilli Garlic Noodles"
Mahabelly,"Kerala, South Indian, Seafood, Biryani",700," DLF Avenue, Saket, New Delhi",4.6,2323,4.3,11600,https://www.zomato.com/mahabelly,"MA-A05, Ground Floor, Restaurant Block, DLF Avenue, Saket, New Delhi",9.1114E+11,28.52724131,77.21680172,"Chicken Varattiyathu, Sweet Coconut Dosa, Mango Prawn Curry, Kothu Porotta, Pork Roast, Egg Appam"
The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages",1800," Safdarjung, New Delhi",4.6,1277,3.9,55,https://www.zomato.com/ncr/the-piano-man-jazz-club-safdarjung-new-delhi,"Shop B 6, 7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",9.11141E+11,28.55963877,77.19705764,Balcony seating arrangement with live band perfomances
You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages",1000," Greater Kailash 2 (GK2), New Delhi",4.6,1010,4.3,1665,https://www.zomato.com/ncr/you-mee-greater-kailash-gk-2-new-delhi,"M 27, Ground Floor, Greater Kailash 2 (GK 2), New Delhi",9.1114E+11,28.53336231,77.24182505,"Matcha Cheesecake, Spider Roll, New Zealand Lamb Chops, Chicken Sushi, Chicken Gyoza, Sushi Platter"
Delhi Club House,"North Indian, Continental, Asian",1700," Sangam Courtyard, RK Puram, New Delhi",4.6,1221,4.3,123,https://www.zomato.com/ncr/delhi-club-house-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",9.19718E+11,28.5724776,77.17350684,"Dak Bunglow Chicken Roast, Trifle Pudding, Amritsari Chhole, Chicken Cutlets, Apple Crumble, Galouti Kebab"
The Pasta Bowl Company,"Italian, Fast Food, Pizza, Pasta",1300," Cross Point Mall, DLF Phase 4, Gurgaon",4.6,1479,4.2,692,https://www.zomato.com/ncr/the-pasta-bowl-company-dlf-phase-4,"GL 201, Floor 2, Cross Point Mall, DLF Phase 4, Gurgaon",9.11244E+11,28.4682825,77.0833374,"Tortellini Puttanesca, Parma Ham Salad, Chicken Breast Sandwich, Spinach Ravioli, Ravioli Pasta, Orange Mojito"
Nando's,"Portuguese, Roast Chicken, Burger, Wraps, Salad",800," Ambience Mall, DLF Phase 3, Gurgaon",4.6,969,4.0,269,https://www.zomato.com/ncr/nandos-1-dlf-phase-3,"3rd Floor, Ambience Mall, Gurgaon - Delhi Expressway, DLF Phase 3, Gurgaon",9.18883E+11,28.50239226,77.09723622,"Grill Chicken, Peri Peri Chicken, Hummus Pita, Peri Peri Sauce, Cheesecake, Chocolate Cake"
Cafe Parmesan,"Italian, Pizza, Beverages",1800," Sector 15, Faridabad",4.6,1477,4.1,1257,https://www.zomato.com/ncr/cafe-parmesan-sector-15-faridabad,"SCF-42, 1st Floor, HUDA Market, Sector 15, Faridabad",9.19971E+11,28.39523789,77.32358616,"Bacon Panini, Chocolate Torte, Belgian Choco Shake, Veg Panini, Ravioli, Chicken Lasagna"
Wafflesome,"Desserts, Beverages",500," Greater Kailash 1 (GK1), New Delhi",4.6,1500,4.2,2615,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,"M-33, Near M Block Market, Greater Kailash (GK) 1, New Delhi",9.11149E+11,28.55138919,77.23450698,"Brownie Nutella Waffles, Choco Waffle, Mango Waffle, Banana Toffee, Ice Cream Strawberry, Strawberry Waffle"
Green House - The Beer Garden,"Continental, Tex-Mex, Mediterranean, North Indian, Asian",1500," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.6,1452,3.6,116,https://www.zomato.com/ncr/green-house-the-beer-garden-sector-49,"Food Court 3, Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",9.19818E+11,28.41299641,77.05507357,"Herbed Potato Wedges, Veg Ceaser Salad, Cheese Corn Nuggets, Spaghetti Bolognese, Wheat Beer, Chocolate Lava Cake"
Big Wong,"Asian, Thai, Sushi, Poké, Chinese",1000," Sector 110, Noida",4.6,952,4.2,4540,https://www.zomato.com/ncr/big-wong-sector-110-noida,"The Starling Retail, Sector 104, Sector 110, Noida",9.19818E+11,28.54200385,77.37022039,Assorted range of authentic Pan Asian food served in a cozy setting
The Hook,"Seafood, Continental, North Indian",1800," Sector 29, Gurgaon",4.6,2285,3.8,332,https://www.zomato.com/ncr/the-hook-sector-29,"SCO 30, Leisure Valley Road, Sector 29, Gurgaon",9.19999E+11,28.46873698,77.06324726,"Rusty Nail, Liit Cocktail, Soya Masala Chaap, Butter Garlic Prawns, Brewed Beer, Sea Food"
Rahul Eggs,"Fast Food, Healthy Food, Street Food, North Indian",350," Lawrence Road, New Delhi",4.6,1081,4.1,639,https://www.zomato.com/ncr/rahul-eggs-lawrence-road-new-delhi,"B-4/300 A, Main Road, Near Keshavpuram Metro Station, Lawrence Road, New Delhi",9.199E+11,28.68817914,77.16166724,"Tandoori Jalandhari, Chicken Jalandhari, Eggs, Omelette"
"Colocal ""The Cacao Artisans""","Cafe, Desserts, Continental, Coffee, Italian, Beverages",1000," Chhatarpur, New Delhi",4.5,571,4.3,207,https://www.zomato.com/ncr/colocal-the-cacao-artisans-chhatarpur-new-delhi,"100 Feet Road, The Dhan Mill Compound, Chhatarpur, New Delhi",9.19311E+11,28.50464918,77.18510471,"Zucchini Fries, Garden Salad, Veg Tacos, Hot Chocolate, Bruschetta, Sangria"
Farzi Cafe,"Mughlai, Finger Food, North Indian, Beverages",2200," Connaught Place, New Delhi",4.5,4355,3.9,70,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi,"38/39, Block E, Inner Circle, Connaught Place, New Delhi",9.196E+11,28.63248048,77.22119015,Modernized presentation of dishes with an elegant decor
Sly Granny,"Continental, American, Italian, European, Mexican, Desserts",1800," Khan Market, New Delhi",4.5,992,4.2,431,https://www.zomato.com/ncr/sly-granny-khan-market-new-delhi,"Flat 4, 1st - 2nd Floor, Khan Market, New Delhi",9.11149E+11,28.5998944,77.22585484,"Biscuits and Gravy, Barley Salad, Tamarind Chicken, Lamb Bolognaise, Babaganush, Apple Crumble"
Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",2200," Vasant Kunj, New Delhi",4.5,4581,4.3,1806,https://www.zomato.com/ncr/monkey-bar-vasant-kunj-new-delhi,"Plot 11, Upper Ground Floor, Pocket C-6 & 7, LSC, Vasant Kunj, New Delhi",9.11141E+11,28.53656552,77.1476547,Terrace Seating Ambiance And Good Range Of Alcohol - Below 25 years of age not allowed after 6 pm
ABB - Andrea's Bar & Brasserie,"Italian, Asian, European, Sushi, Thai, Salad, Pizza, Beverages",2000," Khan Market, New Delhi",4.5,643,4.3,750,https://www.zomato.com/ncr/abb-andreas-bar-brasserie-khan-market-new-delhi,"Shop 12, Middle Lane, Khan Market, New Delhi",9.18589E+11,28.59990352,77.22647242,"Avocado Roll, Chocolate Dome, New Zealand Lamb Chops, Roasted Vegetables, Kafir Lime, New York Cheesecake"
Perch Wine & Coffee Bar,"Beverages, European, Continental",2000," Khan Market, New Delhi",4.5,1424,4.3,151,https://www.zomato.com/ncr/perch-wine-coffee-bar-khan-market-new-delhi,"71, 1st Floor, Khan Market, New Delhi",9.18374E+11,28.5998317,77.22619817,"Double Chocolate Mousse, Coffee Bar, Potato Gnocchi, Mango Sorbet, Mulled Wine, Chicken Sub"
Triveni Terrace Cafe,"Street Food, Desserts, Beverages",400," Mandi House, New Delhi",4.5,2004,4.2,454,https://www.zomato.com/ncr/triveni-terrace-cafe-mandi-house-new-delhi,"205 Tansenmarg, Mandi House, New Delhi",9.19972E+11,28.627275,77.232382,"Masala Cheese Toast, Coconut Curry Chicken, Pohaa, Ragi Idli, Paalak Patta Chaat, Gun Powder Idli"
Mamagoto,"Asian, Chinese, Sushi, Desserts",1000," Select Citywalk Mall, Saket, New Delhi",4.5,2422,4.1,3107,https://www.zomato.com/ncr/mamagoto-saket-new-delhi,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi",9.11147E+11,28.52873919,77.21961133,"Spicy Calamari, Spicy Bangkok Bowl, Kiwi Mint Cooler, Nutella Crunch, Spicy Ramen, Rock Shrimp Tempura"
The Potbelly,"Bihari, Fast Food, Beverages",1000," Chanakyapuri, New Delhi",4.5,1183,4.2,395,https://www.zomato.com/ncr/the-potbelly-chanakyapuri-new-delhi,"Plot 15, Bihar Niwas, Behind Yashwant Place, Chanakyapuri, New Delhi",9.2E+11,28.58379835,77.18785398,"Dalpitti, Maithili Thali, Pudina Chicken Pulao, Tomato Chokha, Bhojpuri Thali, Madhubani Thali"
SodaBottleOpenerWala,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages",1300," Khan Market, New Delhi",4.5,3075,4.1,1432,https://www.zomato.com/ncr/sodabottleopenerwala-khan-market-new-delhi,"73, Khan Market, New Delhi",9.19811E+11,28.60012989,77.22603355,"Parsi delicacies, Bombay street food, and Parsi themed ambiance"
Punjab Grill,"North Indian, Mughlai, Biryani, Kebab, Desserts",2500," Pacific Mall, Tagore Garden, New Delhi",4.5,2764,4.1,2786,https://www.zomato.com/ncr/punjab-grill-tagore-garden-new-delhi,"Pacific Mall, Tagore Garden, New Delhi",9.18131E+11,28.64279257,77.10638221,"Veg Kurkuri, Meat Punjab Grill, Saag Gosht, Pan Shots, Murg Lababdar, Authentic Punjabi Food"
Kofuku,"Japanese, Asian, Sushi, Korean",1400," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.5,646,4.3,1778,https://www.zomato.com/ncr/kofuku-khel-gaon-marg-new-delhi,"Shop BG 09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi",9.1801E+11,28.56265744,77.22472865,"We are happy to announce the amelioration of delectable Japanese Sunday Brunch with a wide spread of authentic Japanese delicacies including Soups, Salads, Sushi, Appetisers, Main course &...Read More"
Theobroma,"Desserts, Bakery, Beverages",900," Connaught Place, New Delhi",4.5,913,4.3,6160,https://www.zomato.com/ncr/theobroma-connaught-place-new-delhi,"D-28, Ground Floor, Mezzanine, Connaught Place, New Delhi",9.18183E+11,28.63376646,77.22161092,"Devils Mousse Cake, Opium Pastry, Millionaire Brownie, Cookie Brownie, Overload Brownie, Cake in a Jar"
Ji Memsaab - Indian Terrace Restaurant & Bar,"North Indian, Chinese, Mughlai, Continental, Asian, Italian, Beverages",1200," Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",4.5,466,4.2,249,https://www.zomato.com/ncr/ji-memsaab-indian-terrace-restaurant-bar-sector-49,"Second Floor, Eros City Square Mall, Sector 49, Gurgaon, Gurgaon",9.11244E+11,28.41290382,77.05516409,"Paneer Tikka Pudina, Paneer Fritters, Tandoori Stuffed Mushroom, Dak Makhani, Rabri Faluda, Chicken 65"
Karnataka Food Centre,"South Indian, Beverages",450," R K Puram, New Delhi",4.5,1932,4.3,3519,https://www.zomato.com/ncr/karnataka-food-centre-r-k-puram-new-delhi,"Delhi Karnataka Sangha Building, Rao Tula Ram Marg, Sector 12, R K Puram, New Delhi",9.11126E+11,28.57786284,77.17531264,"Plain Masala Dosa, Mysore Pak, Sweet Pan, Filtered Coffee, Rava Kesari, Potato Filling"
Berco's,"Chinese, Thai, Asian, Beverages",900," Hajipur, Noida",4.5,2455,4.0,6853,https://www.zomato.com/ncr/bercos-hajipur,"104, Sector 104, Near Hajipur, Noida",9.19667E+11,28.539399,77.36581285,"Shanghai Rice, Stir Fried Asian Greens, Black Pepper Paneer, Chilli Garlic Prawn, Chicken Honey, Spice Chicken"
Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages",400," Vijay Nagar, New Delhi",4.5,1791,4.3,10400,https://www.zomato.com/ncr/mr-crust-bakers-vijay-nagar-new-delhi,"B 29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",9.11142E+11,28.69058089,77.20151916,"Peach Pie, Veg Pattice, Fruit Pudding, Choco Chip Pastry, Makhani Pasta, Hazelnut Cold Coffee"
The China Kitchen,"Chinese, Desserts",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.5,621,3.7,33,https://www.zomato.com/ncr/the-china-kitchen-bhikaji-cama-place-new-delhi,"Ring Road, Bhikaji Cama Place, New Delhi",9.11167E+11,28.56826962,77.18741979,"Peking Duck, Set Menu, Kung Pao Chicken, Dumplings, Dimsums, Soups"
The Haven International Coffee House,"Cafe, Fast Food, Continental, Beverages, Desserts, Coffee",500," Sector 72, Noida",4.5,282,4.5,422,https://www.zomato.com/ncr/the-haven-international-coffee-house-1-sector-72-noida,"Shop 3 And 3A, Gardenia Gateway, Tower-10, Sector 75, Near Sector 72, Noida",9.19717E+11,28.5718042,77.38230273,"Chicken Club Sandwiches, Coffees, Hot Chocolate, Latte, White Sauce Pasta, Brownie"
Spago,Italian,2300," Kasbah, Greater Kailash (GK) 1, New Delhi",4.5,574,4.0,406,https://www.zomato.com/ncr/spago-greater-kailash-gk-1-new-delhi,"N-2, Kasbah, Greater Kailash (GK) 1, New Delhi",9.11145E+11,28.55685531,77.233014,"Pasta Verdure, Feta Apple Salad, Bread Platter, Garlic Bread with Cheese, Tiramisu, Risotto"
Naivedyam,South Indian,500," Hauz Khas Village, New Delhi",4.5,2589,4.3,7328,https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"Shop 1, Hauz Khas Village, New Delhi",9.11142E+11,28.55502476,77.19509996,"Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Rasam Papad, Ghee Roast Dosa"
Little Saigon,Vietnamese,1200," Hauz Khas, New Delhi",4.5,440,4.3,155,https://www.zomato.com/ncr/little-saigon-hauz-khas-new-delhi,"E-16, Ground Floor, Main Market, Near SBI Bank, Hauz Khas, New Delhi",9.19643E+11,28.55148343,77.20844027,"Banh Mi, Clear Broth, Vietnamese Coffee, Braised Pork, Pho, Ginger Chicken"
Sugarama Patisserie,"Bakery, Desserts",300," Shahpur Jat, New Delhi",4.5,713,4.4,6127,https://www.zomato.com/ncr/sugarama-patisserie-shahpur-jat-new-delhi,"Shop 87, Shahpur Jat, New Delhi",9.11149E+11,28.54931911,77.21487623,"Ferrero Rocher Pastry, Dulce De Leche, Triple Chocolate, Banana Bread, Macaroons, Mango Cheesecake"
DJ's Pizza & Pasta,"Pizza, Italian, Fast Food, Pasta",500," Sector 56, Gurgaon",4.5,582,4.2,2100,https://www.zomato.com/ncr/djs-pizza-pasta-1-sector-56,"Shop 17, 1st Floor, Babu Chitru Complex, Sector 52, Sector 56, Gurgaon",9.19643E+11,28.43111697,77.09005091,"Smoked Chicken Pasta, Paneer Tikka Pizza, Stuffed Garlic Bread, Pastas, Pizzas, Margherita Pizza"
Farmer's Kitchen,"North Indian, Kebab, Mughlai, Biryani, Seafood, Beverages",700," DLF Phase 1, Gurgaon",4.5,556,4.0,442,https://www.zomato.com/ncr/farmers-kitchen-dlf-phase-1,"F12/8, Sector 27, DLF Phase 1, Gurgaon",9.19161E+11,28.465889,77.0935,"Lamb Seekh, Tandoori Mushrooms, Falafel, Mezze Platter, Kheer, Hummus"
Mad Batter,"Cafe, Italian, Continental, Tex-Mex, American",1000," Shopping Mall, DLF Phase 1, Gurgaon",4.5,578,3.8,3149,https://www.zomato.com/ncr/mad-batter-dlf-phase-1,"2nd Floor, The Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon",9.11244E+12,28.46612296,77.09958415,"Detox Smoothie, Tuna Sandwich, Succulent Chicken, Arabiata Pasta, Supreme Burger, Paneer Tikka Sandwich"
Boa Village,"Asian, Japanese, Korean, Chinese, Momos, Thai",2300," Civil Lines, New Delhi",4.4,2228,4.2,880,https://www.zomato.com/ncr/boa-village-civil-lines-new-delhi,"13, Alipur Road, Civil Lines, New Delhi",9.11146E+11,28.67661667,77.22521111,"Chicken Tempura, Soya Nuggets, Banana Toffee, Bellini, Salmon Sushi, Tandoori Veg Platter"
